product_name,brand_name,SKU,price,order_id,product_description,data_generated_at
Waterproof Sneakers,The North Face,FPP-1999-VA,$246.96,ORD-375120310,A modern air fryer made with high-quality wood.,2026-07-21 18:39:08.750050
Limited Edition Air Fryer,Cuisinart,PTD-9997-JT,$535.64,ORD-974361927,A smart fitness tracker made with high-quality cashmere.,2026-07-21 18:39:08.750063
Modern Power Bank,Microsoft,MMR-1977-QJ,$852.15,ORD-625867552,A waterproof mouse made with high-quality carbon fiber.,2026-07-21 18:39:08.750078
Organic Mouse,Dyson,ARL-1329-QS,$357.61,ORD-806759077,A modern camera made with high-quality leather.,2026-07-21 18:39:08.750091
Organic Keyboard,Puma,SWO-8198-OA,$724.74,ORD-792092421,A limited edition smartwatch made with high-quality bamboo.,2026-07-21 18:39:08.750104
Premium Desk Lamp,New Balance,QGT-7344-DJ,$779.32,ORD-927454799,A ergonomic webcam made with high-quality wool.,2026-07-21 18:39:08.750118
Ultra Headphones,Logitech,DTS-1930-KZ,$914.87,ORD-105053890,A classic wireless earbuds made with high-quality cashmere.,2026-07-21 18:39:08.750131
Compact Wireless Earbuds,Lenovo,QKD-3055-GS,$708.24,ORD-321944065,A compact smartwatch made with high-quality wool.,2026-07-21 18:39:08.750144
Portable Blender,LG,IHM-9347-BI,$458.83,ORD-766560630,A ultra webcam made with high-quality silicone.,2026-07-21 18:39:08.750157
Smart Gaming Chair,KitchenAid,UDM-9750-MX,$994.45,ORD-972771952,A vintage sneakers made with high-quality ceramic.,2026-07-21 18:39:08.750171
Classic Laptop,Philips,IHL-9289-JC,$999.88,ORD-826365098,A professional yoga mat made with high-quality carbon fiber.,2026-07-21 18:39:08.750185
Classic Sneakers,LG,QNO-9625-FJ,$626.03,ORD-577638824,A handcrafted jacket made with high-quality cashmere.,2026-07-21 18:39:08.750199
Compact Fitness Tracker,Puma,CTA-6325-RA,$225.33,ORD-775793235,A modern air purifier made with high-quality nylon.,2026-07-21 18:39:08.750213
Premium Blender,Anker,XUC-9351-NA,$459.01,ORD-719544229,A waterproof gaming chair made with high-quality wool.,2026-07-21 18:39:08.750226
Professional Air Fryer,Bose,ZKC-5637-EF,$287.61,ORD-440471107,A premium air fryer made with high-quality polyester.,2026-07-21 18:39:08.750239
Modern Drone,Amazon Basics,HHM-6637-YB,$242.99,ORD-139727081,A portable smartphone made with high-quality cashmere.,2026-07-21 18:39:08.750253
Organic Smartphone,Samsung,UOP-5138-RV,$280.03,ORD-296255477,A limited edition drone made with high-quality titanium.,2026-07-21 18:39:08.750266
Wireless Vacuum Cleaner,New Balance,YFI-6773-PJ,$842.82,ORD-664729857,A organic backpack made with high-quality wood.,2026-07-21 18:39:08.750280
Handcrafted Water Bottle,The North Face,KVN-2013-GR,$517.28,ORD-512278529,A professional jacket made with high-quality wool.,2026-07-21 18:39:08.750294
Smart Webcam,Philips,AXQ-9352-CT,$388.61,ORD-928705015,A smart keyboard made with high-quality cashmere.,2026-07-21 18:39:08.750308
Wireless Blender,ASUS,ZXH-8293-BO,$349.08,ORD-274930539,A limited edition jacket made with high-quality cotton.,2026-07-21 18:39:08.750327
Organic Drone,New Balance,NUY-2156-MM,$50.93,ORD-332144742,A classic robot vacuum made with high-quality cashmere.,2026-07-21 18:39:08.750345
Limited Edition Jacket,Nespresso,PNK-9804-YK,$629.71,ORD-517163037,A heavy-duty webcam made with high-quality carbon fiber.,2026-07-21 18:39:08.750362
Modern Air Purifier,KitchenAid,UNI-3953-XR,$855.02,ORD-728705378,A compact fitness tracker made with high-quality glass.,2026-07-21 18:39:08.750380
Professional Air Fryer,JBL,MKE-7022-YG,$167.69,ORD-831884500,A ultra webcam made with high-quality wood.,2026-07-21 18:39:08.750397
Limited Edition Vacuum Cleaner,KitchenAid,DRA-9210-JB,$362.33,ORD-796104256,A classic e-reader made with high-quality cashmere.,2026-07-21 18:39:08.750410
Compact Jacket,Microsoft,IRI-6301-MD,$345.40,ORD-301473484,A professional headphones made with high-quality carbon fiber.,2026-07-21 18:39:08.750424
Eco-Friendly Sneakers,LG,TDO-3165-AP,$202.20,ORD-386457317,A compact gaming chair made with high-quality wool.,2026-07-21 18:39:08.750438
Wireless Vacuum Cleaner,Canon,KSC-9964-PE,$121.47,ORD-893263171,A portable tablet made with high-quality bamboo.,2026-07-21 18:39:08.750450
Smart Speaker,Apple,LOL-3103-HW,$833.52,ORD-788487598,A classic monitor made with high-quality glass.,2026-07-21 18:39:08.750463
Compact Jacket,Adidas,FLQ-8200-PK,$948.89,ORD-188338632,A vintage laptop made with high-quality glass.,2026-07-21 18:39:08.750476
Classic Power Bank,The North Face,SQP-5294-KC,$165.70,ORD-362822126,A handcrafted monitor made with high-quality cotton.,2026-07-21 18:39:08.750488
Organic Mouse,LG,DZB-5647-ND,$556.57,ORD-391484979,A heavy-duty jacket made with high-quality glass.,2026-07-21 18:39:08.750502
Professional Robot Vacuum,JBL,GTF-2345-BW,$688.39,ORD-969885367,A vintage water bottle made with high-quality carbon fiber.,2026-07-21 18:39:08.750520
Organic Robot Vacuum,Nintendo,UYP-2943-MB,$478.96,ORD-819819994,A handcrafted tablet made with high-quality silicone.,2026-07-21 18:39:08.750535
Modern Wireless Earbuds,Levi's,VEW-3947-QK,$514.62,ORD-928481247,A ergonomic smartphone made with high-quality aluminum.,2026-07-21 18:39:08.750553
Compact Power Bank,Nespresso,JNW-9653-IG,$143.90,ORD-833656406,A classic speaker made with high-quality ceramic.,2026-07-21 18:39:08.750572
Premium Headphones,Bose,STT-2490-PT,$328.89,ORD-652014907,A premium gaming chair made with high-quality stainless steel.,2026-07-21 18:39:08.750590
Deluxe Coffee Maker,KitchenAid,CGN-8214-LK,$798.55,ORD-449646547,A limited edition water bottle made with high-quality aluminum.,2026-07-21 18:39:08.750608
Ergonomic Speaker,Philips,MJQ-7304-OI,$269.53,ORD-736546699,A waterproof water bottle made with high-quality carbon fiber.,2026-07-21 18:39:08.750624
Vintage Tablet,LG,TKG-6412-MY,$813.57,ORD-684291399,A heavy-duty monitor made with high-quality cashmere.,2026-07-21 18:39:08.750637
Ultra Wireless Earbuds,Garmin,VZS-4575-DM,$382.04,ORD-312705900,A professional yoga mat made with high-quality wool.,2026-07-21 18:39:08.750652
Limited Edition Speaker,Cuisinart,KWS-5694-NM,$695.82,ORD-879629483,A limited edition electric toothbrush made with high-quality polyester.,2026-07-21 18:39:08.750671
Heavy-Duty Webcam,HP,PCP-7404-RD,$865.04,ORD-102547859,A ultra monitor made with high-quality wood.,2026-07-21 18:39:08.750689
Waterproof Vacuum Cleaner,LG,KKP-6982-QM,$982.82,ORD-839168962,A ultra e-reader made with high-quality titanium.,2026-07-21 18:39:08.750707
Waterproof Webcam,JBL,AGH-2873-GT,$664.80,ORD-398132179,A premium electric toothbrush made with high-quality bamboo.,2026-07-21 18:39:08.750723
Wireless Air Fryer,New Balance,DPF-5420-KN,$879.82,ORD-366692089,A portable water bottle made with high-quality bamboo.,2026-07-21 18:39:08.750741
Handcrafted Drone,Nespresso,LTJ-6569-DN,$905.03,ORD-706945694,A lightweight yoga mat made with high-quality wood.,2026-07-21 18:39:08.750759
Professional Air Fryer,Logitech,LMD-5693-GE,$922.40,ORD-704780733,A lightweight webcam made with high-quality wood.,2026-07-21 18:39:08.750777
Wireless Yoga Mat,Adidas,AEO-6829-YN,$207.35,ORD-178148801,A organic backpack made with high-quality carbon fiber.,2026-07-21 18:39:08.750795
High-Performance Mouse,Apple,ZWQ-8666-HX,$641.43,ORD-987718472,A vintage gaming chair made with high-quality silicone.,2026-07-21 18:39:08.750811
High-Performance Laptop,Lenovo,NPV-9415-YZ,$603.75,ORD-653517704,A high-performance keyboard made with high-quality nylon.,2026-07-21 18:39:08.750824
Eco-Friendly Drone,Logitech,HQM-5070-VV,$158.27,ORD-317232881,A organic wireless earbuds made with high-quality wood.,2026-07-21 18:39:08.750836
Compact Smartwatch,JBL,RDA-7831-FU,$640.34,ORD-399942635,A ultra smartphone made with high-quality nylon.,2026-07-21 18:39:08.750849
Portable Power Bank,The North Face,BZY-7020-WW,$745.08,ORD-727001716,A premium wireless earbuds made with high-quality stainless steel.,2026-07-21 18:39:08.750862
Wireless Speaker,Apple,OQD-8982-LO,$357.36,ORD-778471005,A professional power bank made with high-quality wool.,2026-07-21 18:39:08.750876
High-Performance Vacuum Cleaner,Dell,PRT-4215-IP,$425.05,ORD-572084028,A wireless smartphone made with high-quality bamboo.,2026-07-21 18:39:08.750888
Eco-Friendly Headphones,Nespresso,GCZ-2682-RV,$848.25,ORD-496404849,A heavy-duty mouse made with high-quality aluminum.,2026-07-21 18:39:08.750901
Waterproof Keyboard,Samsung,ICI-9435-VH,$981.16,ORD-764550193,A wireless webcam made with high-quality titanium.,2026-07-21 18:39:08.750914
Vintage Air Purifier,Lenovo,XXC-6104-FV,$637.29,ORD-416684440,A classic desk lamp made with high-quality ceramic.,2026-07-21 18:39:08.750927
Premium Smartwatch,Xiaomi,XHR-4518-YO,$179.10,ORD-380931295,A ultra camera made with high-quality wool.,2026-07-21 18:39:08.750939
Professional Wireless Earbuds,Microsoft,LFH-8537-CS,$275.79,ORD-958624907,A heavy-duty robot vacuum made with high-quality wood.,2026-07-21 18:39:08.750952
Ergonomic Vacuum Cleaner,Adidas,BKA-3340-YU,$745.95,ORD-133157598,A ergonomic power bank made with high-quality wood.,2026-07-21 18:39:08.750965
Ergonomic Air Purifier,Amazon Basics,RRG-5500-KZ,$83.79,ORD-985375974,A premium webcam made with high-quality cotton.,2026-07-21 18:39:08.750978
High-Performance Coffee Maker,Panasonic,OBS-5020-HI,$409.88,ORD-496675499,A lightweight speaker made with high-quality silicone.,2026-07-21 18:39:08.750990
Waterproof Fitness Tracker,Garmin,YRA-1502-YQ,$904.67,ORD-460235637,A handcrafted air fryer made with high-quality glass.,2026-07-21 18:39:08.751002
Deluxe Laptop,Sony,WRQ-1209-QW,$118.25,ORD-296513104,A lightweight air fryer made with high-quality wool.,2026-07-21 18:39:08.751015
Organic Backpack,Puma,YUE-3508-ZL,$760.35,ORD-662214803,A smart tablet made with high-quality bamboo.,2026-07-21 18:39:08.751028
Professional Backpack,Microsoft,DDQ-4201-ZE,$814.69,ORD-241526376,A deluxe backpack made with high-quality cashmere.,2026-07-21 18:39:08.751042
Wireless Tablet,Panasonic,MIL-1820-UX,$357.87,ORD-954434574,A handcrafted camera made with high-quality leather.,2026-07-21 18:39:08.751054
Ergonomic Fitness Tracker,Adidas,LPT-8399-GU,$854.70,ORD-416161109,A handcrafted monitor made with high-quality nylon.,2026-07-21 18:39:08.751067
Organic Gaming Chair,Dell,FZZ-3442-CR,$193.36,ORD-268517652,A smart gaming chair made with high-quality leather.,2026-07-21 18:39:08.751082
Smart E-Reader,Lenovo,DVD-4357-GM,$22.53,ORD-657995597,A handcrafted electric toothbrush made with high-quality recycled plastic.,2026-07-21 18:39:08.751094
Deluxe Coffee Maker,Canon,OAX-8861-FU,$365.96,ORD-852357816,A organic air purifier made with high-quality leather.,2026-07-21 18:39:08.751111
Deluxe Laptop,Adidas,UOU-3774-SY,$797.15,ORD-279668810,A smart jacket made with high-quality cashmere.,2026-07-21 18:39:08.751127
Smart Smartphone,KitchenAid,DSL-3417-WX,$672.52,ORD-375639505,A eco-friendly air fryer made with high-quality titanium.,2026-07-21 18:39:08.751141
Portable Keyboard,The North Face,KNB-4253-SN,$674.58,ORD-379190987,A eco-friendly laptop made with high-quality recycled plastic.,2026-07-21 18:39:08.751156
Deluxe Mouse,Nespresso,FSZ-8502-ZQ,$473.68,ORD-908914354,A classic monitor made with high-quality bamboo.,2026-07-21 18:39:08.751172
Handcrafted Electric Toothbrush,Dyson,OWY-8219-RB,$478.96,ORD-862964632,A handcrafted tablet made with high-quality silicone.,2026-07-21 18:39:08.751186
Handcrafted Sneakers,Garmin,WGG-6978-IQ,$836.06,ORD-616586657,A classic webcam made with high-quality polyester.,2026-07-21 18:39:08.751199
Ultra Wireless Earbuds,Apple,YMN-7421-VO,$703.73,ORD-377220141,A handcrafted wireless earbuds made with high-quality stainless steel.,2026-07-21 18:39:08.751213
Modern Headphones,Nike,FXP-8240-LZ,$455.58,ORD-404816124,A wireless electric toothbrush made with high-quality carbon fiber.,2026-07-21 18:39:08.751226
High-Performance Gaming Chair,Philips,WJX-9253-AZ,$440.37,ORD-638389423,A professional monitor made with high-quality aluminum.,2026-07-21 18:39:08.751239
Handcrafted Coffee Maker,New Balance,XQJ-3484-CO,$422.20,ORD-748729947,A modern blender made with high-quality cotton.,2026-07-21 18:39:08.751252
Ultra Tablet,Apple,TYW-7579-YN,$594.21,ORD-298025786,A waterproof backpack made with high-quality glass.,2026-07-21 18:39:08.751264
Wireless E-Reader,LG,GGY-1544-OU,$110.22,ORD-928953453,A modern electric toothbrush made with high-quality carbon fiber.,2026-07-21 18:39:08.751279
Modern Power Bank,Anker,WRK-9314-WE,$671.74,ORD-271275974,A modern e-reader made with high-quality wool.,2026-07-21 18:39:08.751295
Wireless Wireless Earbuds,Panasonic,SEV-3765-VC,$392.40,ORD-306816676,A limited edition wireless earbuds made with high-quality silicone.,2026-07-21 18:39:08.751308
Professional Headphones,Amazon Basics,KUZ-6079-QL,$437.88,ORD-226235220,A modern air purifier made with high-quality ceramic.,2026-07-21 18:39:08.751322
Organic Gaming Chair,New Balance,XPX-8547-BU,$660.22,ORD-779647312,A ultra wireless earbuds made with high-quality cotton.,2026-07-21 18:39:08.751335
Heavy-Duty Power Bank,New Balance,EVE-3003-YK,$906.11,ORD-765693406,A vintage power bank made with high-quality aluminum.,2026-07-21 18:39:08.751349
Portable Camera,Dyson,GJO-4425-CS,$845.10,ORD-267173603,A professional keyboard made with high-quality cashmere.,2026-07-21 18:39:08.751361
Heavy-Duty Power Bank,Panasonic,ZTD-6965-UW,$25.13,ORD-477050290,A organic jacket made with high-quality polyester.,2026-07-21 18:39:08.751374
Vintage Water Bottle,New Balance,FED-1820-XI,$934.88,ORD-927951365,A heavy-duty blender made with high-quality leather.,2026-07-21 18:39:08.751387
Premium Desk Lamp,Microsoft,QHJ-9666-RH,$363.89,ORD-800632741,A limited edition water bottle made with high-quality stainless steel.,2026-07-21 18:39:08.751404
Handcrafted Keyboard,Anker,EGF-1626-ZS,$227.25,ORD-621175010,A ultra robot vacuum made with high-quality leather.,2026-07-21 18:39:08.751418
Heavy-Duty Drone,ASUS,MFL-1088-XB,$211.24,ORD-395484670,A ultra air purifier made with high-quality wood.,2026-07-21 18:39:08.751432
Heavy-Duty Camera,Panasonic,QIX-2210-XN,$836.80,ORD-138464799,A waterproof water bottle made with high-quality cashmere.,2026-07-21 18:39:08.751445
Vintage Jacket,Nespresso,ODG-5402-PC,$416.98,ORD-309780376,A compact electric toothbrush made with high-quality leather.,2026-07-21 18:39:08.751458
Organic Robot Vacuum,Dell,YKH-2632-KF,$619.27,ORD-265161802,A wireless air fryer made with high-quality silicone.,2026-07-21 18:39:08.751471
Limited Edition Gaming Chair,Sony,MDW-1534-LA,$36.26,ORD-854494556,A premium coffee maker made with high-quality nylon.,2026-07-21 18:39:08.751485
Vintage Vacuum Cleaner,Nintendo,YXR-2016-VI,$434.06,ORD-680019948,A handcrafted drone made with high-quality cotton.,2026-07-21 18:39:08.751498
Professional Desk Lamp,Logitech,JDX-3360-PY,$573.50,ORD-652590850,A heavy-duty electric toothbrush made with high-quality silicone.,2026-07-21 18:39:08.751513
Handcrafted Coffee Maker,Adidas,IVU-2036-RO,$356.38,ORD-948724451,A professional headphones made with high-quality carbon fiber.,2026-07-21 18:39:08.751529
Organic Air Purifier,Garmin,OUH-4960-GL,$205.87,ORD-813842419,A classic desk lamp made with high-quality recycled plastic.,2026-07-21 18:39:08.751543
Handcrafted Laptop,Cuisinart,ZOY-5006-QG,$58.14,ORD-896091165,A waterproof yoga mat made with high-quality glass.,2026-07-21 18:39:08.751556
Eco-Friendly Camera,JBL,UIY-6509-GZ,$749.51,ORD-652576547,A ergonomic webcam made with high-quality polyester.,2026-07-21 18:39:08.751569
Wireless Webcam,Garmin,WII-8192-PC,$412.81,ORD-397355198,A modern blender made with high-quality titanium.,2026-07-21 18:39:08.751586
Modern Electric Toothbrush,Nespresso,BMM-5587-IZ,$504.37,ORD-949034553,A eco-friendly vacuum cleaner made with high-quality wool.,2026-07-21 18:39:08.751602
Premium Fitness Tracker,Cuisinart,DBE-8153-SG,$827.63,ORD-650524456,A smart power bank made with high-quality titanium.,2026-07-21 18:39:08.751615
Handcrafted Robot Vacuum,Xiaomi,RPB-7715-ZY,$659.64,ORD-927063089,A modern jacket made with high-quality silicone.,2026-07-21 18:39:08.751628
Classic Speaker,New Balance,QFC-6992-NW,$693.03,ORD-532704059,A vintage air purifier made with high-quality nylon.,2026-07-21 18:39:08.751641
Smart Backpack,Amazon Basics,IJS-8228-NZ,$399.75,ORD-238301202,A deluxe mouse made with high-quality leather.,2026-07-21 18:39:08.751655
Waterproof Air Purifier,KitchenAid,CXS-3680-OH,$27.28,ORD-102644007,A compact smartphone made with high-quality wood.,2026-07-21 18:39:08.751667
Handcrafted Speaker,Garmin,XWN-7681-IN,$344.53,ORD-803543344,A smart power bank made with high-quality wood.,2026-07-21 18:39:08.751680
Eco-Friendly Drone,Garmin,ZUV-7557-VI,$47.93,ORD-142081084,A ultra backpack made with high-quality polyester.,2026-07-21 18:39:08.751693
Compact Water Bottle,Nespresso,ZJF-5471-RQ,$960.53,ORD-354763998,A ultra gaming chair made with high-quality wool.,2026-07-21 18:39:08.751711
Wireless Keyboard,Nike,OBC-7846-GL,$638.82,ORD-382163233,A waterproof yoga mat made with high-quality bamboo.,2026-07-21 18:39:08.751725
Ultra Gaming Chair,Dell,PPV-7770-XJ,$941.68,ORD-538169047,A eco-friendly power bank made with high-quality ceramic.,2026-07-21 18:39:08.751738
Wireless Jacket,Canon,PPJ-3167-AR,$499.27,ORD-797582878,A organic tablet made with high-quality wool.,2026-07-21 18:39:08.751751
Wireless Smartwatch,Nespresso,FPD-5679-XX,$646.66,ORD-819447917,A premium sneakers made with high-quality titanium.,2026-07-21 18:39:08.751764
Organic Smartwatch,KitchenAid,JOV-3592-WG,$363.18,ORD-614587709,A portable power bank made with high-quality wood.,2026-07-21 18:39:08.751777
Limited Edition Desk Lamp,Adidas,JBF-5247-IA,$632.97,ORD-229090747,A professional sneakers made with high-quality carbon fiber.,2026-07-21 18:39:08.751790
Handcrafted Webcam,Dyson,JUM-7986-DO,$493.80,ORD-760742291,A high-performance speaker made with high-quality glass.,2026-07-21 18:39:08.751803
Compact Smartwatch,Lenovo,KNF-9036-QG,$901.74,ORD-499118766,A ergonomic power bank made with high-quality bamboo.,2026-07-21 18:39:08.751816
Handcrafted Power Bank,Levi's,CYH-4373-HT,$461.59,ORD-867713526,A limited edition keyboard made with high-quality nylon.,2026-07-21 18:39:08.751830
Wireless Webcam,Canon,ZOH-5918-UT,$446.12,ORD-791294244,A professional air fryer made with high-quality leather.,2026-07-21 18:39:08.751843
